date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:04:28	3498/3498	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2030%20Mar%202020%2023:22:30%20GMT	https://www.constructorainsur.com/images/32-playtex.svg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/32-playtex.svg	(from https://www.constructorainsur.com/index.php)
16:04:28	4928/4928	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Nov%202017%2017:44:06%20GMT	https://www.constructorainsur.com/images/inamex.jpg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/inamex.jpg	(from https://www.constructorainsur.com/index.php)
16:04:28	7810/7810	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Nov%202017%2017:46:20%20GMT	https://www.constructorainsur.com/images/quinro.jpg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/quinro.jpg	(from https://www.constructorainsur.com/index.php)
16:04:29	5331/5331	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2030%20Mar%202020%2023:28:54%20GMT	https://www.constructorainsur.com/images/32-alcan.svg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/32-alcan.svg	(from https://www.constructorainsur.com/index.php)
16:04:29	2982/2982	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2030%20Mar%202020%2023:33:20%20GMT	https://www.constructorainsur.com/images/11clevete.svg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/11clevete.svg	(from https://www.constructorainsur.com/index.php)
16:04:29	7962/7962	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Nov%202017%2017:48:55%20GMT	https://www.constructorainsur.com/images/valuadata.jpg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/valuadata.jpg	(from https://www.constructorainsur.com/index.php)
16:04:29	5458/5458	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Mar%202020%2023:35:44%20GMT	https://www.constructorainsur.com/images/1narmx.jpg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/1narmx.jpg	(from https://www.constructorainsur.com/index.php)
16:04:29	12279/12279	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2030%20Mar%202020%2023:34:08%20GMT	https://www.constructorainsur.com/images/qpomps.svg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/qpomps.svg	(from https://www.constructorainsur.com/index.php)
16:04:30	1925/1925	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2030%20Mar%202020%2023:36:50%20GMT	https://www.constructorainsur.com/images/itpacero.svg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/itpacero.svg	(from https://www.constructorainsur.com/index.php)
16:04:30	6716/6716	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Mar%202020%2023:39:12%20GMT	https://www.constructorainsur.com/images/yamada.jpg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/yamada.jpg	(from https://www.constructorainsur.com/index.php)
16:04:30	4864/4864	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Mar%202020%2023:37:38%20GMT	https://www.constructorainsur.com/images/alpura.jpg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/alpura.jpg	(from https://www.constructorainsur.com/index.php)
16:04:30	2165/2165	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2001%20Apr%202020%2023:04:52%20GMT	https://www.constructorainsur.com/images/lucta.svg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/lucta.svg	(from https://www.constructorainsur.com/index.php)
16:04:31	3902/3902	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2001%20Apr%202020%2023:07:18%20GMT	https://www.constructorainsur.com/images/brog.svg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/brog.svg	(from https://www.constructorainsur.com/index.php)
16:04:31	2951/2951	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2001%20Apr%202020%2023:13:09%20GMT	https://www.constructorainsur.com/images/fanasa.svg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/fanasa.svg	(from https://www.constructorainsur.com/index.php)
16:04:31	19717/19717	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Apr%202020%2023:17:56%20GMT	https://www.constructorainsur.com/images/motsa.jpg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/motsa.jpg	(from https://www.constructorainsur.com/index.php)
16:04:31	5934/5934	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2001%20Apr%202020%2023:21:05%20GMT	https://www.constructorainsur.com/images/wabtec.svg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/wabtec.svg	(from https://www.constructorainsur.com/index.php)
16:04:32	5001/5001	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2001%20Apr%202020%2023:27:25%20GMT	https://www.constructorainsur.com/images/vidrio.svg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/vidrio.svg	(from https://www.constructorainsur.com/index.php)
16:04:32	776/776	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Mar%202020%2019:51:23%20GMT	https://www.constructorainsur.com/images/logo_ft.png	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/logo_ft.png	(from https://www.constructorainsur.com/index.php)
16:04:32	205/205	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jul%202017%2018:08:11%20GMT	https://www.constructorainsur.com/images/face_ft.png	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/face_ft.png	(from https://www.constructorainsur.com/index.php)
16:04:32	276/276	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Nov%202017%2015:49:37%20GMT	https://www.constructorainsur.com/images/twitter_ft.png	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/twitter_ft.png	(from https://www.constructorainsur.com/index.php)
16:04:33	260/260	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Nov%202017%2015:56:34%20GMT	https://www.constructorainsur.com/images/linked_ft.png	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/linked_ft.png	(from https://www.constructorainsur.com/index.php)
16:04:33	297/297	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Nov%202017%2019:09:30%20GMT	https://www.constructorainsur.com/images/instagram_ft.png	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/instagram_ft.png	(from https://www.constructorainsur.com/index.php)
16:04:33	28429/28429	---MCZ	200	added ('OK')	text/css	date:Mon,%2030%20Mar%202020%2023:48:58%20GMT	https://www.constructorainsur.com/css/flickity.css	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/css/flickity.css	(from https://www.constructorainsur.com/index.php)
16:04:33	59023/59023	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2020%20Mar%202020%2020:55:32%20GMT	https://www.constructorainsur.com/js/flickity.pkgd.js	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/js/flickity.pkgd.js	(from https://www.constructorainsur.com/index.php)
16:04:34	141734/141734	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2031%20Mar%202020%2000:19:27%20GMT	https://www.constructorainsur.com/js/flickity-docs.min.js	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/js/flickity-docs.min.js	(from https://www.constructorainsur.com/index.php)
16:04:34	37298/37298	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Mar%202020%2023:38:28%20GMT	https://www.constructorainsur.com/images/serv_construccion.jpg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/serv_construccion.jpg	(from https://www.constructorainsur.com/css/estilos.min.css)
16:04:34	48884/48884	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Mar%202020%2023:38:29%20GMT	https://www.constructorainsur.com/images/serv_estudios_preliminares.jpg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/serv_estudios_preliminares.jpg	(from https://www.constructorainsur.com/css/estilos.min.css)
16:04:35	30681/30681	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Mar%202020%2023:38:30%20GMT	https://www.constructorainsur.com/images/serv_terracerias.jpg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/serv_terracerias.jpg	(from https://www.constructorainsur.com/css/estilos.min.css)
16:04:35	22739/22739	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Mar%202020%2023:38:28%20GMT	https://www.constructorainsur.com/images/serv_arquitectonicos.jpg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/serv_arquitectonicos.jpg	(from https://www.constructorainsur.com/css/estilos.min.css)
16:04:35	26875/26875	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Mar%202020%2023:38:31%20GMT	https://www.constructorainsur.com/images/serv_edificacion.jpg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/serv_edificacion.jpg	(from https://www.constructorainsur.com/css/estilos.min.css)
16:04:35	44002/44002	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Mar%202020%2023:38:31%20GMT	https://www.constructorainsur.com/images/serv_metalicas.jpg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/serv_metalicas.jpg	(from https://www.constructorainsur.com/css/estilos.min.css)
16:04:35	23872/23872	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Mar%202020%2023:38:30%20GMT	https://www.constructorainsur.com/images/serv_cuartos.jpg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/serv_cuartos.jpg	(from https://www.constructorainsur.com/css/estilos.min.css)
16:04:36	36235/36235	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Mar%202020%2023:38:27%20GMT	https://www.constructorainsur.com/images/serv_cimientos_especiales.jpg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/serv_cimientos_especiales.jpg	(from https://www.constructorainsur.com/css/estilos.min.css)
16:04:36	36221/36221	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Mar%202020%2023:38:29%20GMT	https://www.constructorainsur.com/images/serv_instalaciones_industriales.jpg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/serv_instalaciones_industriales.jpg	(from https://www.constructorainsur.com/css/estilos.min.css)
16:04:36	178735/178735	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Mar%202020%2019:46:40%20GMT	https://www.constructorainsur.com/images/bg_detalle.png	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/bg_detalle.png	(from https://www.constructorainsur.com/css/estilos.min.css)
16:04:36	98587/98587	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Mar%202020%2019:46:39%20GMT	https://www.constructorainsur.com/images/v1.png	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/v1.png	(from https://www.constructorainsur.com/css/estilos.min.css)
16:04:37	114899/114899	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Mar%202020%2019:46:38%20GMT	https://www.constructorainsur.com/images/v2.png	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/v2.png	(from https://www.constructorainsur.com/css/estilos.min.css)
16:04:37	92957/92957	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Mar%202020%2019:46:38%20GMT	https://www.constructorainsur.com/images/v3.png	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/v3.png	(from https://www.constructorainsur.com/css/estilos.min.css)
16:04:37	97415/97415	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Mar%202020%2019:46:37%20GMT	https://www.constructorainsur.com/images/v4.png	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/v4.png	(from https://www.constructorainsur.com/css/estilos.min.css)
16:04:37	175837/175837	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jul%202017%2018:08:00%20GMT	https://www.constructorainsur.com/images/capacitados.jpg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/capacitados.jpg	(from https://www.constructorainsur.com/css/estilos.min.css)
16:04:38	73503/73503	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jul%202017%2018:08:10%20GMT	https://www.constructorainsur.com/images/ejecucion.jpg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/ejecucion.jpg	(from https://www.constructorainsur.com/css/estilos.min.css)
16:04:38	150/150	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jul%202017%2018:07:57%20GMT	https://www.constructorainsur.com/images/bg_bi.png	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/bg_bi.png	(from https://www.constructorainsur.com/css/estilos.min.css)
16:04:38	315/315	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Sep%202020%2021:04:38%20GMT	https://www.constructorainsur.com/css/grabbing.png	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/css/grabbing.png	(from https://www.constructorainsur.com/css/owl.carousel.css)
16:04:38	315/315	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Sep%202020%2021:04:38%20GMT	https://www.constructorainsur.com/images/AjaxLoader.gif	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/AjaxLoader.gif	(from https://www.constructorainsur.com/css/owl.theme.css)
16:04:39	18831/18831	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Sep%202020%2021:04:38%20GMT	https://www.constructorainsur.com/ing/conocenos.php	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/ing/conocenos.html	(from https://www.constructorainsur.com/conocenos.php)
16:04:39	209941/209941	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20Mar%202020%2017:33:27%20GMT	https://www.constructorainsur.com/images/slideofi.jpg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/slideofi.jpg	(from https://www.constructorainsur.com/conocenos.php)
16:04:39	109609/109609	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20Mar%202020%2017:33:28%20GMT	https://www.constructorainsur.com/images/serv1_.jpg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/serv1_.jpg	(from https://www.constructorainsur.com/conocenos.php)
16:04:40	98230/98230	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20Mar%202020%2017:33:26%20GMT	https://www.constructorainsur.com/images/serv2_.jpg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/serv2_.jpg	(from https://www.constructorainsur.com/conocenos.php)
16:04:40	82538/82538	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20Mar%202020%2017:35:50%20GMT	https://www.constructorainsur.com/images/serv3_.jpg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/serv3_.jpg	(from https://www.constructorainsur.com/conocenos.php)
16:04:40	346377/346377	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20Mar%202020%2017:35:52%20GMT	https://www.constructorainsur.com/images/DSC_0008.JPG	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/DSC_0008.jpg	(from https://www.constructorainsur.com/conocenos.php)
16:04:40	110911/110911	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20Mar%202020%2017:35:51%20GMT	https://www.constructorainsur.com/images/DSC_0041.JPG	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/DSC_0041.jpg	(from https://www.constructorainsur.com/conocenos.php)
16:04:40	102847/102847	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20Mar%202020%2017:35:53%20GMT	https://www.constructorainsur.com/images/bg_conocenos.jpg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/bg_conocenos.jpg	(from https://www.constructorainsur.com/conocenos.php)
16:04:41	29540/29540	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jul%202017%2018:08:02%20GMT	https://www.constructorainsur.com/images/casquin.png	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/casquin.png	(from https://www.constructorainsur.com/conocenos.php)
16:04:41	27366/27366	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Sep%202020%2021:04:41%20GMT	https://www.constructorainsur.com/ing/servicios.php	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/ing/servicios.html	(from https://www.constructorainsur.com/servicios.php)
16:04:42	286258/286258	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20Mar%202020%2017:54:02%20GMT	https://www.constructorainsur.com/images/slide_serv.jpg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/slide_serv.jpg	(from https://www.constructorainsur.com/servicios.php)
16:04:42	364231/364231	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jul%202017%2018:08:49%20GMT	https://www.constructorainsur.com/images/serv1.png	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/serv1.png	(from https://www.constructorainsur.com/servicios.php)
16:04:42	136870/136870	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20Mar%202020%2017:54:00%20GMT	https://www.constructorainsur.com/images/RONAL-7.jpg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/RONAL-7.jpg	(from https://www.constructorainsur.com/servicios.php)
16:04:42	277314/277314	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jul%202017%2018:08:52%20GMT	https://www.constructorainsur.com/images/serv3.png	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/serv3.png	(from https://www.constructorainsur.com/servicios.php)
16:04:42	263507/263507	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jul%202017%2018:08:53%20GMT	https://www.constructorainsur.com/images/serv4.png	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/serv4.png	(from https://www.constructorainsur.com/servicios.php)
16:04:43	238707/238707	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jul%202017%2018:08:54%20GMT	https://www.constructorainsur.com/images/serv5.png	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/serv5.png	(from https://www.constructorainsur.com/servicios.php)
16:04:43	190801/190801	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jul%202017%2018:08:56%20GMT	https://www.constructorainsur.com/images/serv7.png	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/serv7.png	(from https://www.constructorainsur.com/servicios.php)
16:04:43	362359/362359	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jul%202017%2018:08:55%20GMT	https://www.constructorainsur.com/images/serv6.png	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/serv6.png	(from https://www.constructorainsur.com/servicios.php)
16:04:44	115514/115514	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20Mar%202020%2017:54:01%20GMT	https://www.constructorainsur.com/images/ffff.jpg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/ffff.jpg	(from https://www.constructorainsur.com/servicios.php)
16:04:44	321398/321398	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jul%202017%2018:08:57%20GMT	https://www.constructorainsur.com/images/serv9.png	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/serv9.png	(from https://www.constructorainsur.com/servicios.php)
16:04:44	29303/29303	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Sep%202020%2021:04:44%20GMT	https://www.constructorainsur.com/ing/proyectos.php	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/ing/proyectos.html	(from https://www.constructorainsur.com/proyectos.php)
16:04:45	785856/785856	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jul%202017%2018:09:29%20GMT	https://www.constructorainsur.com/images/slide_proy.jpg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/slide_proy.jpg	(from https://www.constructorainsur.com/proyectos.php)
16:04:45	15184/15184	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Sep%202020%2021:04:45%20GMT	https://www.constructorainsur.com/proyectos.php?tipo=proceso	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/proyectosdb55.html	(from https://www.constructorainsur.com/proyectos.php)
16:04:46	30932/30932	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Sep%202020%2021:04:45%20GMT	https://www.constructorainsur.com/detalle.php?tipo=concluidos&proyecto=17	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/detalle8660.html	(from https://www.constructorainsur.com/proyectos.php)
16:04:46	630/630	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Aug%202017%2017:01:22%20GMT	https://www.constructorainsur.com/images/estados%20unidos.png	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/estados%20unidos.png	(from https://www.constructorainsur.com/proyectos.php)
16:04:46	554122/554122	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Feb%202019%2015:40:12%20GMT	https://www.constructorainsur.com/images/proyectos/DSC_0002B.jpg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/proyectos/DSC_0002B.jpg	(from https://www.constructorainsur.com/proyectos.php)
16:04:47	33837/33837	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Sep%202020%2021:04:46%20GMT	https://www.constructorainsur.com/detalle.php?tipo=concluidos&proyecto=19	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/detalle0a86.html	(from https://www.constructorainsur.com/proyectos.php)
16:04:47	1041890/1041890	---M--	200	added ('OK')	image/png	date:Wed,%2011%20Mar%202020%2023:51:06%20GMT	https://www.constructorainsur.com/images/proyectos/3.png	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/proyectos/3.png	(from https://www.constructorainsur.com/proyectos.php)
16:04:48	32409/32409	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Sep%202020%2021:04:47%20GMT	https://www.constructorainsur.com/detalle.php?tipo=concluidos&proyecto=24	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/detallec691.html	(from https://www.constructorainsur.com/proyectos.php)
16:04:48	41304/41304	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Mar%202019%2019:13:08%20GMT	https://www.constructorainsur.com/images/proyectos/20621009_1390925104305873_5026135068493042289_n.jpg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/proyectos/20621009_1390925104305873_5026135068493042289_n.jpg	(from https://www.constructorainsur.com/proyectos.php)
16:04:49	22705/22705	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Sep%202020%2021:04:48%20GMT	https://www.constructorainsur.com/detalle.php?tipo=concluidos&proyecto=5	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/detalle7d74.html	(from https://www.constructorainsur.com/proyectos.php)
16:04:49	165313/165313	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jul%202017%2018:11:22%20GMT	https://www.constructorainsur.com/images/proyectos/IMG_9919.JPG	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/proyectos/IMG_9919.jpg	(from https://www.constructorainsur.com/proyectos.php)
16:04:50	31251/31251	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Sep%202020%2021:04:49%20GMT	https://www.constructorainsur.com/detalle.php?tipo=concluidos&proyecto=9	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/detallead3a.html	(from https://www.constructorainsur.com/proyectos.php)
16:04:50	44214/44214	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jul%202017%2018:10:31%20GMT	https://www.constructorainsur.com/images/proyectos/DSC00178.JPG	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/proyectos/DSC00178.jpg	(from https://www.constructorainsur.com/proyectos.php)
16:04:51	26065/26065	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Sep%202020%2021:04:50%20GMT	https://www.constructorainsur.com/detalle.php?tipo=concluidos&proyecto=10	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/detalle1534.html	(from https://www.constructorainsur.com/proyectos.php)
16:04:51	107559/107559	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Nov%202017%2000:56:03%20GMT	https://www.constructorainsur.com/images/proyectos/INLAND_GTO_1.jpg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/proyectos/INLAND_GTO_1.jpg	(from https://www.constructorainsur.com/proyectos.php)
16:04:51	25227/25227	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Sep%202020%2021:04:51%20GMT	https://www.constructorainsur.com/detalle.php?tipo=concluidos&proyecto=22	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/detallef5ec.html	(from https://www.constructorainsur.com/proyectos.php)
16:04:52	24875/24875	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Aug%202017%2016:46:51%20GMT	https://www.constructorainsur.com/images/proyectos/gSVN1H-a.jpg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/proyectos/gSVN1H-a.jpg	(from https://www.constructorainsur.com/proyectos.php)
16:04:52	23412/23412	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Sep%202020%2021:04:52%20GMT	https://www.constructorainsur.com/detalle.php?tipo=concluidos&proyecto=11	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/detalleafde.html	(from https://www.constructorainsur.com/proyectos.php)
